Product Name,Long Description,Short Description,Supplier Source,Price,Currency,Stock,Category
Johnson's Baby Shampoo 800ml,"Product Description<br>Legal Disclaimers<br>This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India<br><br>Features<br>No more tears, As gentle to the eyes as pure water, pH balanced & hypoallergenic, Gently cleanses hair & scalp, Tested with pediatricians, No added parabens, phthalates, sulfates and dyes, Halal - Malaysia<br><br>Brand Marketing<br>We've taken care of babies for over 125 years. Our mild, gentle products, are great for babies and adults too.<br><br>We design for safety and efficacy, and we prioritize naturally-derived ingredients where possible.<br><br>Ingredients<br>Water*, Cocamidopropyl Betaine*, Decyl Glucoside*, Sodium Cocoyl Isethionate*, PEG-80 Sorbitan Laurate, Glycerin*, Sodium Benzoate, Sodium Methyl Cocoyl Taurate*, Fragrance, Citric Acid*, PEG-150 Distearate, Disodium EDTA, Polyquaternium-10, *Naturally-derived ingredients","Product Description
Legal Disclaimers
This product is certified halal by Jakim. Suppliers’ halal certification for local chicken/beef are from JAKIM/JAIN whilst imported beef/buffalo/lamb/mutton from Islamic bodies recognized by JAKIM in Australia, New Zealand, India

Features
No more tears, As gentle to the eyes as pure water, pH balanced & hypoallergenic, Gently cleanses hair & scalp, Tested with pediatricians, No added parabens, phthalates, sulfates and dyes, Halal - Malaysia

Brand Marketing
We've taken care of babies for over 125 years. Our mild, gentle products, are great for babies and adults too.

We design for safety and efficacy, and we prioritize naturally-derived ingredients where possible.

Ingredients
Water*, Cocamidopropyl Betaine*, Decyl Glucoside*, Sodium Cocoyl Isethionate*, PEG-80 Sorbitan Laurate, Glycerin*, Sodium Benzoate, Sodium Methyl Cocoyl Taurate*, Fragrance, Citric Acid*, PEG-150 Distearate, Disodium EDTA, Polyquaternium-10, *Naturally-derived ingredients",https://shopee.com.my/Johnson's-Baby-Shampoo-800ml-i.120723581.5653789650?sp_atk=b79ee841-eb6d-411c-9842-c82b45b5ad10&xptdk=b79ee841-eb6d-411c-9842-c82b45b5ad10,23.99,MYR,5,Mother & Baby
Pigeon Wide-Neck Nursing Bottle – PP (Polypropylene) 240ml (00874),"-Allows baby to use natural feeding motion learned at the breast<br>-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic<br>-Bottle shape is easy to hold<br>-Specially designed roll-free bottle hoods<br>-Bottle is made from Polypropylene (PP) material which is durable and lightweight<br>-BPA Free","-Allows baby to use natural feeding motion learned at the breast
-SofTouch™ Peristaltic PLUS Nipple is 100% silicone, super soft and flexible to allow for natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic
-Bottle shape is easy to hold
-Specially designed roll-free bottle hoods
-Bottle is made from Polypropylene (PP) material which is durable and lightweight
-BPA Free",https://shopee.com.my/Pigeon-Wide-Neck-Nursing-Bottle-%E2%80%93-PP-(Polypropylene)-240ml-(00874)-i.120723581.5956758545?sp_atk=45435168-d64e-48fe-920f-ba1d4f3c7e46&xptdk=45435168-d64e-48fe-920f-ba1d4f3c7e46,38.9,MYR,6,Mother & Baby
Nestlé Cerelac Multi Grain & Garden Vegetables Infant Cereal with Milk 250g,"Nestlé Cerelac Multi Grain & Garden Vegetables Infant Cereal with Milk From 12 Months 250g<br><br>CERELAC is also made with CHE™ (Cereals Hydrolyzed Enzymatically) technology which breaks down carbohydrates such as rice or wheat into smaller, easier-to-digest components for your child.<br><br>The pap texture is suitable for your child's age that will help encourage proper chewing.","Nestlé Cerelac Multi Grain & Garden Vegetables Infant Cereal with Milk From 12 Months 250g

CERELAC is also made with CHE™ (Cereals Hydrolyzed Enzymatically) technology which breaks down carbohydrates such as rice or wheat into smaller, easier-to-digest components for your child.

The pap texture is suitable for your child's age that will help encourage proper chewing.",https://shopee.com.my/Nestl%C3%A9-Cerelac-Multi-Grain-Garden-Vegetables-Infant-Cereal-with-Milk-250g-i.120723581.6933631358?sp_atk=f74e81aa-0d4c-428e-8b4e-6de22c0db979&xptdk=f74e81aa-0d4c-428e-8b4e-6de22c0db979,12.4,MYR,8,Mother & Baby
Nestlé Cerelac Wheat Honey & Dates Infant Cereal with Milk 250g,"• Breaks down carbohydrates into smaller, easier-to-digest components for your child using CHE (Cereals Hydrolyzed Enzymatically) technology<br><br>• Nutrient-dense infant cereal that supports your child's growth and development<br><br>• Meets 50% or more of your child’s required iron values<br><br>• Enriched with vitamins and minerals<br><br>• Probiotic cultures help in improving beneficial bacteria in the gut<br><br>• Added DHA which is found in abundance in the brain<br><br>• Pap texture suitable for your child's age that helps develop chewing ability<br><br>• Suitable for infants 8 months and above<br><br>• Not intended for bottlefeeding<br><br>• Pack size: 250g<br><br>• Halal certified<br><br>The right nutrition during the early childhood can have an important impact on a child’s growth and learning. That is why it is important to have sufficient amount of certain nutrients such as iron, iodine, vitamin B1 and essential fatty acids in your child’s diet.<br><br>Start your child’s journey towards optimum health. This nutrient-dense infant cereal supports your child’s growth and development with essential protein, energy, vitamins and minerals.<br><br>Complemented with nutritious home-cooked food, fruits and vegetables, you can be assured that your child gets a strong and adapted nutrient intake with CERELAC. It’s big nutrition for small tummies!<br><br>BIFIDUS BL Probiotics<br><br>BIFIDUS BL Probiotics help improve the beneficial bacteria in the gut, so your child's digestive system stays healthy!<br><br>CHE Advantage<br><br>CERELAC uses a NESTLÉ process breaking down the cereal into smaller units, thus making them easier to digest.<br><br>More IRON, More Potential<br><br>CERELAC is enhanced with 25% more iron than previous formulation to help support your child's body and brain development.<br><br>Did you know?<br><br>One serving of CERELAC meets more than 50% of your child’s daily required iron intake to help him reach his full potential. Iron supports your child’s body and brain development.","• Breaks down carbohydrates into smaller, easier-to-digest components for your child using CHE (Cereals Hydrolyzed Enzymatically) technology

• Nutrient-dense infant cereal that supports your child's growth and development

• Meets 50% or more of your child’s required iron values

• Enriched with vitamins and minerals

• Probiotic cultures help in improving beneficial bacteria in the gut

• Added DHA which is found in abundance in the brain

• Pap texture suitable for your child's age that helps develop chewing ability

• Suitable for infants 8 months and above

• Not intended for bottlefeeding

• Pack size: 250g

• Halal certified

The right nutrition during the early childhood can have an important impact on a child’s growth and learning. That is why it is important to have sufficient amount of certain nutrients such as iron, iodine, vitamin B1 and essential fatty acids in your child’s diet.

Start your child’s journey towards optimum health. This nutrient-dense infant cereal supports your child’s growth and development with essential protein, energy, vitamins and minerals.

Complemented with nutritious home-cooked food, fruits and vegetables, you can be assured that your child gets a strong and adapted nutrient intake with CERELAC. It’s big nutrition for small tummies!

BIFIDUS BL Probiotics

BIFIDUS BL Probiotics help improve the beneficial bacteria in the gut, so your child's digestive system stays healthy!

CHE Advantage

CERELAC uses a NESTLÉ process breaking down the cereal into smaller units, thus making them easier to digest.

More IRON, More Potential

CERELAC is enhanced with 25% more iron than previous formulation to help support your child's body and brain development.

Did you know?

One serving of CERELAC meets more than 50% of your child’s daily required iron intake to help him reach his full potential. Iron supports your child’s body and brain development.",https://shopee.com.my/Nestl%C3%A9-Cerelac-Wheat-Honey-Dates-Infant-Cereal-with-Milk-250g-i.120723581.6433633164?sp_atk=9dea5d39-b0f0-4193-b5e5-8b1a6b6bf921&xptdk=9dea5d39-b0f0-4193-b5e5-8b1a6b6bf921,12.4,MYR,14,Mother & Baby
Fisher Price Laugh & Learn Storybook Rhymes Electronic Toys for Baby Kids,"Features baby's favorite Laugh & Learn pals, including Puppy & Sis<br>6 classic nursery rhymes for baby to hear<br>Teaches counting, first words, letters, numbers, shapes and more!<br>3 light-up buttons for letters, numbers and shapes<br>Easy-to-turn pages helps develop fine motor skills","Features baby's favorite Laugh & Learn pals, including Puppy & Sis
6 classic nursery rhymes for baby to hear
Teaches counting, first words, letters, numbers, shapes and more!
3 light-up buttons for letters, numbers and shapes
Easy-to-turn pages helps develop fine motor skills",https://shopee.com.my/Fisher-Price-Laugh-Learn-Storybook-Rhymes-Electronic-Toys-for-Baby-Kids-i.120723581.6853117177?sp_atk=adbe9661-8c13-4516-ad08-9bb65348541c&xptdk=adbe9661-8c13-4516-ad08-9bb65348541c,93.42,MYR,11,Mother & Baby
Johnson's Blossoms Baby Powder (2 x 500g),"Meets our global safety standards, Trusted by millions of moms, Clinically proven mildness, Long lasting freshness & skin comfort, Provides long-lasting protection and smelling fragrant longer than ever, Absorption, Mild & fresh fragrance, Contains purified talc, Dermatologically tested, No added parabens and phthalates<br>Johnson's® Blossoms Baby Powder provides long-lasting protection that leaves baby's skin comfortably dry, silky smooth, and smelling fragrant longer than ever.<br>With over 100 years of learning with moms & innovating for millions of babies, Johnson's® continuously works to understand baby skin best.<br>Best Bonding Experience<br>Cleanse + Moisturize + Freshen<br>For best bonding experience, we recommend that you cleanse your baby with Johnson's® Baby Bath, moisturize with Johnson's® Baby Lotion and then freshen her with Johnson's® Baby Powder.","Meets our global safety standards, Trusted by millions of moms, Clinically proven mildness, Long lasting freshness & skin comfort, Provides long-lasting protection and smelling fragrant longer than ever, Absorption, Mild & fresh fragrance, Contains purified talc, Dermatologically tested, No added parabens and phthalates
Johnson's® Blossoms Baby Powder provides long-lasting protection that leaves baby's skin comfortably dry, silky smooth, and smelling fragrant longer than ever.
With over 100 years of learning with moms & innovating for millions of babies, Johnson's® continuously works to understand baby skin best.
Best Bonding Experience
Cleanse + Moisturize + Freshen
For best bonding experience, we recommend that you cleanse your baby with Johnson's® Baby Bath, moisturize with Johnson's® Baby Lotion and then freshen her with Johnson's® Baby Powder.",https://shopee.com.my/Johnson's-Blossoms-Baby-Powder-(2-x-500g)-i.120723581.6953929488?sp_atk=1c1357d5-5863-4ac1-b818-c2041431c28c&xptdk=1c1357d5-5863-4ac1-b818-c2041431c28c,16.89,MYR,6,Mother & Baby
HW MT Demolition Doubles Asst FYJ64,"Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!<br>","Welcome to where we strive to provide our customers an array of products that satisfy demand for quality and efficiency. Buy our products from Shopee Mall in a worry-free manner as we guarantee 100% authenticity. Shopping can't get any easier than this, so start today!",https://shopee.com.my/HW-MT-Demolition-Doubles-Asst-FYJ64-i.120723581.6967601652?sp_atk=0cfc65db-9353-4db4-8865-3c7b4b336ecf&xptdk=0cfc65db-9353-4db4-8865-3c7b4b336ecf,46.9,MYR,9,Mother & Baby
Pigeon SofTouch™ Peristaltic PLUS Wide-Neck Nipple SS Size 1pcs  (01829),"-Nipple is of perfect shape and size to fit into the sucking fossa of baby<br>-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant<br>-Textured surface allows baby to latch on easily and securely<br>-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement<br>-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic","-Nipple is of perfect shape and size to fit into the sucking fossa of baby
-Inner vertical lines strengthen the structure of nipples; making it collapse-resistant
-Textured surface allows baby to latch on easily and securely
-100% silicone nipple; super soft and flexible, allows natural and smooth tongue movement
-Air Ventilation System (AVS™) reduces intake of gas, a potential cause of colic",https://shopee.com.my/Pigeon-SofTouch%E2%84%A2-Peristaltic-PLUS-Wide-Neck-Nipple-SS-Size-1pcs-(01829)-i.120723581.7156749716?sp_atk=a3a3ef9f-8027-42ad-b61d-b65a5074f112&xptdk=a3a3ef9f-8027-42ad-b61d-b65a5074f112,14.9,MYR,1,Mother & Baby
Pigeon Nose Cleaner Tube Type 10839,#NAME?,#NAME?,https://shopee.com.my/Pigeon-Nose-Cleaner-Tube-Type-10839-i.120723581.7556757159?sp_atk=5207448c-e88a-4453-9451-89d696882e96&xptdk=5207448c-e88a-4453-9451-89d696882e96,16.9,MYR,3,Mother & Baby
Nestlé Cerelac Rice & Mixed Fruits Infant Cereal with Milk 250g,"Once your little one has learned how to take solid food, their palates are ready to explore new tastes and textures!<br><br>CERELAC® Infant Cereal Rice & Mixed Fruits not only introduces them to the yummy tastes of apples, bananas and oranges, but is also filled with important fibre and nutrients for a balanced, healthy diet.<br><br>It's Big Nutrition for Small Tummies!","Once your little one has learned how to take solid food, their palates are ready to explore new tastes and textures!

CERELAC® Infant Cereal Rice & Mixed Fruits not only introduces them to the yummy tastes of apples, bananas and oranges, but is also filled with important fibre and nutrients for a balanced, healthy diet.

It's Big Nutrition for Small Tummies!",https://shopee.com.my/Nestl%C3%A9-Cerelac-Rice-Mixed-Fruits-Infant-Cereal-with-Milk-250g-i.120723581.7833628529?sp_atk=03105d65-532d-41d9-9fd0-b5ba6bf48780&xptdk=03105d65-532d-41d9-9fd0-b5ba6bf48780,12.4,MYR,17,Mother & Baby
FISHER PRICE INFANT BABY 1ST BLOCKS REFRESH FFC84,"Product Features:<br><br>Open a bucket of fun for your wiggle worm with Baby's First Blocks. These chunky, colorful blocks help teach colors and shapes as little ones sort, stack and drop the blocks through the slots in the bucket lid. Empty the bucket to start the fun over again and again! And with an easy-carry handle, you can take Baby's First Blocks wherever you and your tiny to go!<br><br>Fine Motor: All that block-grasping and put & take play helps strengthen your baby's hand-eye coordination and dexterity.<br><br>Problem Solving: Babies will exercise their problem solving skills as they figure out how to sort & drop the blocks in the correct spots.<br><br>Curiosity & Discovery: All the bright colors and fun shapes help to engage your baby's natural sense of curiosity during playtime.<br><br><br>- 10 colorful blocks to sort, stack & drop<br>- All blocks fit inside bucket for storage<br>- Easy-carry handle for take-along play<br>- Introduces baby to colors & shapes<br>- 10 colorful blocks to sort, stack & drop<br>- All blocks fit inside bucket for storage<br>- Easy-carry handle for take-along play<br>- Introduces baby to colors & shapes","Product Features:

Open a bucket of fun for your wiggle worm with Baby's First Blocks. These chunky, colorful blocks help teach colors and shapes as little ones sort, stack and drop the blocks through the slots in the bucket lid. Empty the bucket to start the fun over again and again! And with an easy-carry handle, you can take Baby's First Blocks wherever you and your tiny to go!

Fine Motor: All that block-grasping and put & take play helps strengthen your baby's hand-eye coordination and dexterity.

Problem Solving: Babies will exercise their problem solving skills as they figure out how to sort & drop the blocks in the correct spots.

Curiosity & Discovery: All the bright colors and fun shapes help to engage your baby's natural sense of curiosity during playtime.


- 10 colorful blocks to sort, stack & drop
- All blocks fit inside bucket for storage
- Easy-carry handle for take-along play
- Introduces baby to colors & shapes
- 10 colorful blocks to sort, stack & drop
- All blocks fit inside bucket for storage
- Easy-carry handle for take-along play
- Introduces baby to colors & shapes",https://shopee.com.my/FISHER-PRICE-INFANT-BABY-1ST-BLOCKS-REFRESH-FFC84-i.120723581.8041990104?sp_atk=35aedc39-1bfb-4076-a6bc-3340ae8c3e01&xptdk=35aedc39-1bfb-4076-a6bc-3340ae8c3e01,49.9,MYR,7,Mother & Baby
